Index,Topic,Sentiment Score,Source,Keywords,Subjectivity Score
911,1,0.217,Slate,"said, trump, coronaviru, presid, work, time, would, say, n’t, one",0.53
912,12,0.053,Slate,"said, peopl, covid-19, servic, health, includ, busi, also, coronaviru, work",0.453
913,8,0.141,Slate,"peopl, say, n’t, time, like, said, get, work, one, make",0.425
914,14,0.084,Slate,"n’t, said, say, like, get, time, peopl, day, one, would",0.518
915,2,0.323,Slate,"said, peopl, would, say, time, get, first, prine, countri, one",0.588
916,13,0.223,Slate,"said, work, say, one, also, n’t, peopl, year, show, time",0.406
917,8,0.257,Slate,"peopl, say, n’t, time, like, said, get, work, one, make",0.572
918,12,0.015,Slate,"said, peopl, covid-19, servic, health, includ, busi, also, coronaviru, work",0.478
919,17,0.073,Slate,"use, said, servic, may, peopl, govern, time, inform, one, also",0.405
920,3,0.041,Slate,"n’t, one, get, time, said, make, like, ’re, say, use",0.468
921,12,0.093,Slate,"said, peopl, covid-19, servic, health, includ, busi, also, coronaviru, work",0.416
922,13,0.303,Slate,"said, work, say, one, also, n’t, peopl, year, show, time",0.533
923,3,0.085,Slate,"n’t, one, get, time, said, make, like, ’re, say, use",0.456
924,14,0.223,Slate,"n’t, said, say, like, get, time, peopl, day, one, would",0.504
925,14,0.118,Slate,"n’t, said, say, like, get, time, peopl, day, one, would",0.607
926,9,0.016,Slate,"said, would, time, one, canada, coronaviru, say, n’t, year, covid-19",0.42
927,9,0.155,Slate,"said, would, time, one, canada, coronaviru, say, n’t, year, covid-19",0.482
928,4,0.06,Slate,"peopl, said, star, one, work, n’t, news, time, reader, get",0.362
929,7,0.238,Slate,"n’t, one, car, year, said, time, peopl, get, like, music",0.547
930,3,0.08,Slate,"n’t, one, get, time, said, make, like, ’re, say, use",0.613
931,11,0.112,Slate,"peopl, said, one, say, covid-19, year, home, time, get, case",0.432
932,13,0.054,Slate,"said, work, say, one, also, n’t, peopl, year, show, time",0.128
933,1,0.199,Slate,"said, trump, coronaviru, presid, work, time, would, say, n’t, one",0.395
934,3,0.19,Slate,"n’t, one, get, time, said, make, like, ’re, say, use",0.519
935,11,0.012,Slate,"peopl, said, one, say, covid-19, year, home, time, get, case",0.409
936,3,0.12,Slate,"n’t, one, get, time, said, make, like, ’re, say, use",0.472
937,8,0.081,Slate,"peopl, say, n’t, time, like, said, get, work, one, make",0.48
938,3,0.162,Slate,"n’t, one, get, time, said, make, like, ’re, say, use",0.48
939,0,-0.068,Slate,"said, test, new, use, compani, canada, coronaviru, health, servic, covid-19",0.529
940,13,0.025,Slate,"said, work, say, one, also, n’t, peopl, year, show, time",0.311
941,3,0.074,Slate,"n’t, one, get, time, said, make, like, ’re, say, use",0.493
942,12,0.125,Slate,"said, peopl, covid-19, servic, health, includ, busi, also, coronaviru, work",0.458
943,3,0.148,Slate,"n’t, one, get, time, said, make, like, ’re, say, use",0.464
944,3,0.062,Slate,"n’t, one, get, time, said, make, like, ’re, say, use",0.434
945,17,0.126,Slate,"use, said, servic, may, peopl, govern, time, inform, one, also",0.48
946,12,0.07,Slate,"said, peopl, covid-19, servic, health, includ, busi, also, coronaviru, work",0.552
947,3,0.064,Slate,"n’t, one, get, time, said, make, like, ’re, say, use",0.492
948,3,0.054,Slate,"n’t, one, get, time, said, make, like, ’re, say, use",0.432
949,17,0.11,Slate,"use, said, servic, may, peopl, govern, time, inform, one, also",0.378
950,8,0.13,Slate,"peopl, say, n’t, time, like, said, get, work, one, make",0.495
951,17,0.103,Slate,"use, said, servic, may, peopl, govern, time, inform, one, also",0.445
952,12,0.108,Slate,"said, peopl, covid-19, servic, health, includ, busi, also, coronaviru, work",0.442
953,3,0.119,Slate,"n’t, one, get, time, said, make, like, ’re, say, use",0.503
954,7,0.006,Slate,"n’t, one, car, year, said, time, peopl, get, like, music",0.322
955,14,0.059,Slate,"n’t, said, say, like, get, time, peopl, day, one, would",0.396
956,12,0.086,Slate,"said, peopl, covid-19, servic, health, includ, busi, also, coronaviru, work",0.43
957,14,0.11,Slate,"n’t, said, say, like, get, time, peopl, day, one, would",0.443
958,8,0.358,Slate,"peopl, say, n’t, time, like, said, get, work, one, make",0.551
959,19,-0.147,Slate,"said, coronaviru, peopl, one, que, state, countri, time, say, health",0.522
960,12,0.073,Slate,"said, peopl, covid-19, servic, health, includ, busi, also, coronaviru, work",0.396
961,12,0.064,Slate,"said, peopl, covid-19, servic, health, includ, busi, also, coronaviru, work",0.442
962,12,0.077,Slate,"said, peopl, covid-19, servic, health, includ, busi, also, coronaviru, work",0.407
963,12,0.1,Slate,"said, peopl, covid-19, servic, health, includ, busi, also, coronaviru, work",0.421
964,12,0.069,Slate,"said, peopl, covid-19, servic, health, includ, busi, also, coronaviru, work",0.462
965,3,0.3,Slate,"n’t, one, get, time, said, make, like, ’re, say, use",0.467
966,9,0.153,Slate,"said, would, time, one, canada, coronaviru, say, n’t, year, covid-19",0.385
967,11,0.09,Slate,"peopl, said, one, say, covid-19, year, home, time, get, case",0.481
968,9,-0.062,Slate,"said, would, time, one, canada, coronaviru, say, n’t, year, covid-19",0.221
969,12,0.104,Slate,"said, peopl, covid-19, servic, health, includ, busi, also, coronaviru, work",0.442
970,7,0.25,Slate,"n’t, one, car, year, said, time, peopl, get, like, music",0.533
971,0,0.165,Slate,"said, test, new, use, compani, canada, coronaviru, health, servic, covid-19",0.471
972,12,0.077,Slate,"said, peopl, covid-19, servic, health, includ, busi, also, coronaviru, work",0.389
973,1,0.05,Breitbart,"said, trump, coronaviru, presid, work, time, would, say, n’t, one",0.484
974,4,0.117,Breitbart,"peopl, said, star, one, work, n’t, news, time, reader, get",0.523
975,9,0.014,Breitbart,"said, would, time, one, canada, coronaviru, say, n’t, year, covid-19",0.4
976,11,0.204,Breitbart,"peopl, said, one, say, covid-19, year, home, time, get, case",0.489
977,8,0.252,Breitbart,"peopl, say, n’t, time, like, said, get, work, one, make",0.5
978,1,0.195,Breitbart,"said, trump, coronaviru, presid, work, time, would, say, n’t, one",0.687
979,0,0.004,Breitbart,"said, test, new, use, compani, canada, coronaviru, health, servic, covid-19",0.193
980,0,-0.013,Breitbart,"said, test, new, use, compani, canada, coronaviru, health, servic, covid-19",0.488
981,11,0.07,Breitbart,"peopl, said, one, say, covid-19, year, home, time, get, case",0.455
982,12,-0.021,Breitbart,"said, peopl, covid-19, servic, health, includ, busi, also, coronaviru, work",0.304
983,1,0.3,Breitbart,"said, trump, coronaviru, presid, work, time, would, say, n’t, one",0.327
984,12,0.172,Breitbart,"said, peopl, covid-19, servic, health, includ, busi, also, coronaviru, work",0.429
985,1,0.067,Breitbart,"said, trump, coronaviru, presid, work, time, would, say, n’t, one",0.067
986,12,0.164,Breitbart,"said, peopl, covid-19, servic, health, includ, busi, also, coronaviru, work",0.47
987,19,0.067,Breitbart,"said, coronaviru, peopl, one, que, state, countri, time, say, health",0.276
988,4,0.14,Breitbart,"peopl, said, star, one, work, n’t, news, time, reader, get",0.567
989,9,0.153,Breitbart,"said, would, time, one, canada, coronaviru, say, n’t, year, covid-19",0.586
990,1,0.121,Breitbart,"said, trump, coronaviru, presid, work, time, would, say, n’t, one",0.438
991,19,0.076,Breitbart,"said, coronaviru, peopl, one, que, state, countri, time, say, health",0.349
992,8,-0.033,Breitbart,"peopl, say, n’t, time, like, said, get, work, one, make",0.391
993,8,0.081,Breitbart,"peopl, say, n’t, time, like, said, get, work, one, make",0.349
994,12,-0.117,Breitbart,"said, peopl, covid-19, servic, health, includ, busi, also, coronaviru, work",0.505
995,1,0.275,Breitbart,"said, trump, coronaviru, presid, work, time, would, say, n’t, one",0.611
996,16,0.121,Breitbart,"said, would, peopl, coronaviru, race, also, n’t, day, one, report",0.388
997,17,0.11,Breitbart,"use, said, servic, may, peopl, govern, time, inform, one, also",0.455
998,16,0.083,Breitbart,"said, would, peopl, coronaviru, race, also, n’t, day, one, report",0.394
999,9,0.006,Breitbart,"said, would, time, one, canada, coronaviru, say, n’t, year, covid-19",0.297
1000,1,0.008,Breitbart,"said, trump, coronaviru, presid, work, time, would, say, n’t, one",0.444
1001,9,0.044,Breitbart,"said, would, time, one, canada, coronaviru, say, n’t, year, covid-19",0.433
1002,12,0.068,Breitbart,"said, peopl, covid-19, servic, health, includ, busi, also, coronaviru, work",0.446
1003,12,0.073,Breitbart,"said, peopl, covid-19, servic, health, includ, busi, also, coronaviru, work",0.332
1004,12,0.003,Breitbart,"said, peopl, covid-19, servic, health, includ, busi, also, coronaviru, work",0.398
1005,8,0.079,Breitbart,"peopl, say, n’t, time, like, said, get, work, one, make",0.448
1006,12,0.026,Breitbart,"said, peopl, covid-19, servic, health, includ, busi, also, coronaviru, work",0.428
1007,8,0.128,Breitbart,"peopl, say, n’t, time, like, said, get, work, one, make",0.46
1008,8,0.1,Breitbart,"peopl, say, n’t, time, like, said, get, work, one, make",0.322
1009,8,0.149,Breitbart,"peopl, say, n’t, time, like, said, get, work, one, make",0.451
1010,9,0.241,Breitbart,"said, would, time, one, canada, coronaviru, say, n’t, year, covid-19",0.408
1011,12,0.07,Breitbart,"said, peopl, covid-19, servic, health, includ, busi, also, coronaviru, work",0.368
1012,8,0.09,Breitbart,"peopl, say, n’t, time, like, said, get, work, one, make",0.477
1013,9,0.213,Breitbart,"said, would, time, one, canada, coronaviru, say, n’t, year, covid-19",0.595
1014,9,0.065,Breitbart,"said, would, time, one, canada, coronaviru, say, n’t, year, covid-19",0.514
1015,12,0.032,Breitbart,"said, peopl, covid-19, servic, health, includ, busi, also, coronaviru, work",0.403
1016,12,0.041,Breitbart,"said, peopl, covid-19, servic, health, includ, busi, also, coronaviru, work",0.445
1017,9,0.177,Breitbart,"said, would, time, one, canada, coronaviru, say, n’t, year, covid-19",0.483
1018,14,0.055,Breitbart,"n’t, said, say, like, get, time, peopl, day, one, would",0.449
1019,11,0.093,Breitbart,"peopl, said, one, say, covid-19, year, home, time, get, case",0.398
1020,12,0.077,Breitbart,"said, peopl, covid-19, servic, health, includ, busi, also, coronaviru, work",0.351
1021,9,0.015,Breitbart,"said, would, time, one, canada, coronaviru, say, n’t, year, covid-19",0.365
1022,12,0.119,Breitbart,"said, peopl, covid-19, servic, health, includ, busi, also, coronaviru, work",0.474
1023,8,0.204,Breitbart,"peopl, say, n’t, time, like, said, get, work, one, make",0.456
1024,11,-0.045,Breitbart,"peopl, said, one, say, covid-19, year, home, time, get, case",0.445
1025,12,-0.21,Breitbart,"said, peopl, covid-19, servic, health, includ, busi, also, coronaviru, work",0.604
1026,9,0.052,Breitbart,"said, would, time, one, canada, coronaviru, say, n’t, year, covid-19",0.354
1027,9,0.01,Breitbart,"said, would, time, one, canada, coronaviru, say, n’t, year, covid-19",0.257
1028,9,0.156,Breitbart,"said, would, time, one, canada, coronaviru, say, n’t, year, covid-19",0.351
1029,9,0.168,Breitbart,"said, would, time, one, canada, coronaviru, say, n’t, year, covid-19",0.451
1030,11,0.151,Breitbart,"peopl, said, one, say, covid-19, year, home, time, get, case",0.368
1031,8,0.121,Breitbart,"peopl, say, n’t, time, like, said, get, work, one, make",0.44
1032,9,0.103,Breitbart,"said, would, time, one, canada, coronaviru, say, n’t, year, covid-19",0.438
1033,12,-0.007,Breitbart,"said, peopl, covid-19, servic, health, includ, busi, also, coronaviru, work",0.493
1034,12,-0.012,Breitbart,"said, peopl, covid-19, servic, health, includ, busi, also, coronaviru, work",0.315
1035,12,0.092,Breitbart,"said, peopl, covid-19, servic, health, includ, busi, also, coronaviru, work",0.371
1036,11,-0.092,Breitbart,"peopl, said, one, say, covid-19, year, home, time, get, case",0.395
1037,11,-0.101,Breitbart,"peopl, said, one, say, covid-19, year, home, time, get, case",0.334
1038,10,0.028,Breitbart,"said, coronaviru, year, govern, would, countri, open, world, one, new",0.406
1039,16,0.195,Breitbart,"said, would, peopl, coronaviru, race, also, n’t, day, one, report",0.459
1040,12,0.085,Breitbart,"said, peopl, covid-19, servic, health, includ, busi, also, coronaviru, work",0.496
1041,3,0.143,Breitbart,"n’t, one, get, time, said, make, like, ’re, say, use",0.485
1042,9,0.068,Breitbart,"said, would, time, one, canada, coronaviru, say, n’t, year, covid-19",0.46
1043,11,0.163,Breitbart,"peopl, said, one, say, covid-19, year, home, time, get, case",0.354
1044,8,0.095,Breitbart,"peopl, say, n’t, time, like, said, get, work, one, make",0.398
1045,16,0.113,Breitbart,"said, would, peopl, coronaviru, race, also, n’t, day, one, report",0.333
1046,9,0.131,Breitbart,"said, would, time, one, canada, coronaviru, say, n’t, year, covid-19",0.462
1047,11,0.022,Breitbart,"peopl, said, one, say, covid-19, year, home, time, get, case",0.463
1048,12,-0.025,Breitbart,"said, peopl, covid-19, servic, health, includ, busi, also, coronaviru, work",0.514
1049,9,0.019,Breitbart,"said, would, time, one, canada, coronaviru, say, n’t, year, covid-19",0.315
1050,12,0.109,Breitbart,"said, peopl, covid-19, servic, health, includ, busi, also, coronaviru, work",0.395
1051,8,0.018,Breitbart,"peopl, say, n’t, time, like, said, get, work, one, make",0.339
1052,12,0.065,Breitbart,"said, peopl, covid-19, servic, health, includ, busi, also, coronaviru, work",0.362
1053,8,-0.015,Breitbart,"peopl, say, n’t, time, like, said, get, work, one, make",0.341
1054,12,0.05,Breitbart,"said, peopl, covid-19, servic, health, includ, busi, also, coronaviru, work",0.42
1055,9,0.13,Breitbart,"said, would, time, one, canada, coronaviru, say, n’t, year, covid-19",0.375
1056,12,0.036,Breitbart,"said, peopl, covid-19, servic, health, includ, busi, also, coronaviru, work",0.344
1057,12,0.092,Breitbart,"said, peopl, covid-19, servic, health, includ, busi, also, coronaviru, work",0.441
1058,17,0.071,Breitbart,"use, said, servic, may, peopl, govern, time, inform, one, also",0.4
1059,12,0.023,Breitbart,"said, peopl, covid-19, servic, health, includ, busi, also, coronaviru, work",0.247
1060,12,0.051,Breitbart,"said, peopl, covid-19, servic, health, includ, busi, also, coronaviru, work",0.441
1061,10,0.076,Breitbart,"said, coronaviru, year, govern, would, countri, open, world, one, new",0.344
1062,12,0.041,Breitbart,"said, peopl, covid-19, servic, health, includ, busi, also, coronaviru, work",0.36
1063,12,0.09,Breitbart,"said, peopl, covid-19, servic, health, includ, busi, also, coronaviru, work",0.425
1064,10,0.114,Breitbart,"said, coronaviru, year, govern, would, countri, open, world, one, new",0.384
1065,12,0.076,Breitbart,"said, peopl, covid-19, servic, health, includ, busi, also, coronaviru, work",0.391
1066,8,-0.071,Breitbart,"peopl, say, n’t, time, like, said, get, work, one, make",0.407
1067,12,0.06,Breitbart,"said, peopl, covid-19, servic, health, includ, busi, also, coronaviru, work",0.377
1068,17,0.045,Breitbart,"use, said, servic, may, peopl, govern, time, inform, one, also",0.425
1069,12,0.019,Breitbart,"said, peopl, covid-19, servic, health, includ, busi, also, coronaviru, work",0.366
1070,8,0.052,Breitbart,"peopl, say, n’t, time, like, said, get, work, one, make",0.356
1071,12,0.027,Breitbart,"said, peopl, covid-19, servic, health, includ, busi, also, coronaviru, work",0.384
1072,12,0.065,Breitbart,"said, peopl, covid-19, servic, health, includ, busi, also, coronaviru, work",0.303
1073,12,-0.051,Breitbart,"said, peopl, covid-19, servic, health, includ, busi, also, coronaviru, work",0.464
1074,8,0.015,Breitbart,"peopl, say, n’t, time, like, said, get, work, one, make",0.382
1075,12,0.026,Breitbart,"said, peopl, covid-19, servic, health, includ, busi, also, coronaviru, work",0.397
1076,8,0.028,Breitbart,"peopl, say, n’t, time, like, said, get, work, one, make",0.482
1077,9,0.156,Breitbart,"said, would, time, one, canada, coronaviru, say, n’t, year, covid-19",0.516
1078,12,-0.025,Breitbart,"said, peopl, covid-19, servic, health, includ, busi, also, coronaviru, work",0.365
